"Flavor","CheckId","InstallId","BuildId"
"r-release-windows-x86_64","aee339b63c5d13c868e0bbec5e971b9d","b8c07c3be193539985d10daf95425f1a","8d69f6eaf0b375ff4e8a516a4c56c16c"
